ppg
-0.9916528375992806
-0.12166439959353542
1.260587548151818
2.148484287676324
2.2556537295392496
1.8840281317408232
1.4551599550664776
1.0820004665155796
0.7846847602753839
0.5754296838505183
0.4345664731352901
0.37606457117148706
0.3532698454121806
0.13649307042699046
-0.07582326527463565
-0.19479110321958248
-0.4128127650820889
-0.49755578923390004
-0.6062393296448272
-0.6575910342897328
-0.6921110069965298
-0.7290881494388121
-0.7931380544142029
-0.8500484320430314
-0.8405134508137052
-0.8251365213473396
-0.8912322885149278
-0.9580380660342931
-0.947788627385558
-1.0081872307440545
-0.9381421169086304
-0.41703087056566734
0.5879434192996026
1.9219568742907054
2.65416548469513
2.5207844776791797
2.022017841997011
1.591497238732623
1.2339835232062961
0.951490298358352
0.758673291770381
0.6389626822820551
0.6058256170431111
0.4160280745379366
0.30588047540437785
0.1357922275401545
-0.052227139161913703
-0.32055245105186103
-0.5541126260123913
-0.6709596091246585
-0.8029391491402297
-0.9281515444884508
-1.0205746563983344
-1.0761973542462522
-1.1451260498052995
-1.2888369826569914
-1.36028677724783
-1.4394871596845684
-1.4446517502288898
-1.4540058413177814
-1.466868792967128
-1.4873196928233263
-1.427019099034285
-1.1874493844539007
-0.1570974104956195
1.1561788013159602
2.1805925463206153
2.4227010942297693
1.9607844506623422
1.474000136902928
1.0895618739263873
0.8365792943939054
0.6436248877633066
0.6346009342046605
0.6505082420632917
0.6201568570434679
0.46831306114655413
0.28531276987873433
0.07919194080972136
-0.1343188774147392
-0.2957914637920894
-0.4298355349799273
-0.4378114526494817
-0.548859538178657
-0.6332926605172433
-0.6639092273031886
-0.7589752640468338
-0.7883620584835684
-0.8825048921952952
-0.9171425999266412
-1.0166137606870265
-1.0510776612602601
-1.0012716658977525
-1.0328291826892213
-1.0603297633591557
-0.9003044107860174
-0.20892378719984755
1.0924211737111849
2.2475872042218064
2.55108329539593
2.1687633987092525
1.7029115819147755
1.2846158900460396
0.9615450543462899
0.7513280457270762
0.5509082393083505
0.48036299651247716
0.4068824152770728
0.2525505204652273
0.10449713300406295
